ticker,sharpe,ci_lo,ci_hi,ir,n,is_primary
IEI,0.03064582545148861,-0.9927984173832796,1.2616542818175756,0.45072598872887304,23,True
KRE,-0.6179345866201529,-1.4108684836761274,0.8511924021218809,0.04934409680833202,23,True
XLRE,-0.5863307594465872,-1.3833310253490052,0.8536325194551527,-0.2113137717526317,23,False
TLT,-0.03778649872311531,-1.1382652528196224,1.16512506284372,-0.4646167043675552,23,False
SHY,-0.04891593705180978,-1.148123160528833,1.113318451666704,0.5617529113848864,23,False
IEF,-0.004073862287850345,-1.0034127882970665,1.3030715816574714,0.45072598872887304,23,False
TNX,0.5764431408825194,-0.7771250047931774,1.2479332653866426,-0.28233857648015875,23,False
